symbol,name,exchange,sector,list_date,mktcap
PECO,"Phillips Edison & Co., Inc.",NASDAQ,,,5084099808
NRZ,New Residential Investment Corp.,NYSE,,,5083305428
CRK,"Comstock Resources, Inc.",NYSE,油气,,5080937514
ATAT,Atour Lifestyle Holdings Ltd.,NASDAQ,,,5079172523
SIMO,Silicon Motion Technology Corp.,NASDAQ,半导体,,5069683642
GLXY,"Galaxy Digital, Inc.",NASDAQ,,,5064959839
TDS,"Telephone & Data Systems, Inc.",NYSE,,,5059223915
HLNE,"Hamilton Lane, Inc.",NASDAQ,,,5058244862
LMND,"Lemonade, Inc.",NYSE,,,5052322036
JSM,Navient Corp.,NASDAQ,,,5048995701
BIPC,Brookfield Infrastructure Corp.,NYSE,,,5045542197
ONDS,"Ondas, Inc.",NASDAQ,,,5044130074
OTF,Blue Owl Technology Finance Corp,NYSE,,,5037405278
WFG,West Fraser Timber Co. Ltd.,NYSE,,,5023381830
ATMU,"Atmus Filtration Technologies, Inc.",NYSE,,,5010603210
GNTX,Gentex Corp.,NASDAQ,汽车制造,,5008962267
CORT,"Corcept Therapeutics, Inc.",NASDAQ,制药,,5002821404
ALH,"Alliance Laundry Holdings, Inc. (United States)",NYSE,,,4998104155
STRC,"Strategy, Inc.",NASDAQ,,,4997015366
KNF,Knife River Corp.,NYSE,,,4995190513
IFS,"Intercorp Financial Services, Inc.",NYSE,,,4993825568
SDRL,Seadrill Ltd.,NYSE,油气,,4992916716
VNT,Vontier Corp.,NYSE,,,4989201698
S,"SentinelOne, Inc.",NYSE,,,4988453160
BDC,"Belden, Inc.",NYSE,,,4976467687
DUOL,"Duolingo, Inc.",NASDAQ,,,4970122980
FBIN,"Fortune Brands Innovations, Inc.",NYSE,,,4962160010
USAR,"USA Rare Earth, Inc.",NASDAQ,,,4961352875
CWST,"Casella Waste Systems, Inc.",NASDAQ,环境控制,,4945028592
VSEC,VSE Corp.,NASDAQ,工程建设,,4938029216
SON,Sonoco Products Co.,NYSE,包装容器,,4922814490
MAIN,Main Street Capital Corp,NYSE,投资公司,,4920625204
ESTC,Elastic NV,NYSE,,,4911122909
RAL,Ralliant Corp.,NYSE,,,4904755564
POST,"Post Holdings, Inc.",NYSE,食品,,4895931562
HESM,Hess Midstream LP,NYSE,,,4894030535
CWEN.A,"Clearway Energy, Inc.",NYSE,,,4890819576
SLMBP,SLM Corp.,NASDAQ,,,4863179267
PBF,"PBF Energy, Inc.",NYSE,油气,,4860233569
WAY,Waystar Holding Corp.,NASDAQ,,,4841357022
RDN,Radian Group Inc.,NYSE,保险,,4840277659
BMA,Banco Macro SA,NYSE,银行,,4833325656
TEO,Telecom Argentina SA,NYSE,电信,,4815646622
AQN,Algonquin Power & Utilities Corp.,NYSE,,,4808166959
PSMT,"PriceSmart, Inc.",NASDAQ,,,4804926923
CSW,"CSW Industrials, Inc.",NYSE,,,4802883529
RLI,RLI Corp.,NYSE,保险,,4794354851
EXLS,"ExlService Holdings, Inc.",NASDAQ,商业服务,,4791596656
IPGP,IPG Photonics Corp.,NASDAQ,电信,,4767240429
LANC,Lancaster Colony Corp.,NASDAQ,,,4763115080
PFSI,"PennyMac Financial Services, Inc.",NYSE,,,4737979316
HCC,"Warrior Met Coal, Inc.",NYSE,保险,,4731884882
OSIS,"OSI Systems, Inc.",NASDAQ,电子,,4731739700
SPHR,Sphere Entertainment Co.,NYSE,,,4720361981
CPA,Copa Holdings SA,NYSE,,,4716946294
SIM,Grupo SIMEC SAB de CV,NYSE,,,4712369514
PAGP,Plains GP Holdings LP,NYSE,,,4702499762
FFIN,"First Financial Bankshares, Inc.",NASDAQ,银行,,4685224456
MIR,"Mirion Technologies, Inc.",NYSE,,,4679845679
EBC,"Eastern Bankshares, Inc.",NASDAQ,,,4678521858
MEOH,Methanex Corp.,NASDAQ,化学制品,,4666666407
MXL,"MaxLinear, Inc.",NYSE,半导体,,4660867202
UNF,UniFirst Corp.,NYSE,纺织品,,4659525724
LGND,"Ligand Pharmaceuticals, Inc.",NASDAQ,生物技术,,4648693215
MTH,Meritage Homes Corp.,NYSE,房屋建筑商,,4626469712
AKO.B,Embotelladora Andina SA,NYSE,,,4617687022
KEN,Kenon Holdings Ltd.,NYSE,,,4615501725
KC,Kingsoft Cloud Holdings Ltd.,NASDAQ,,,4613286477
MRCY,"Mercury Systems, Inc.",NASDAQ,计算机,,4595320813
NOVT,"Novanta, Inc.",NASDAQ,,,4593059421
TGS,Transportadora de Gas del Sur SA,NYSE,,,4591842527
TPC,Tutor Perini Corp.,NYSE,,,4577466608
KBR,"KBR, Inc.",NYSE,工程建设,,4569544264
OS,"OneStream, Inc.",NASDAQ,,,4563472992
FELE,"Franklin Electric Co., Inc.",NASDAQ,手工/机器工具,,4556086011
LAZ,"Lazard, Inc.",NYSE,多元化金融服务,,4553593259
DNTH,"Dianthus Therapeutics, Inc.",NASDAQ,,,4550283859
FOLD,"Amicus Therapeutics, Inc.",NASDAQ,生物技术和制药,,4549869854
RELY,"Remitly Global, Inc.",NASDAQ,,,4544757379
DOCS,"Doximity, Inc.",NYSE,,,4539222882
MNSO,MINISO Group Holding Ltd.,NYSE,,,4538766507
NTCO,Natura &Co Holding SA,NYSE,,,4535416118
RDNT,"RadNet, Inc.",NASDAQ,健康护理服务,,4533486005
ALHC,"Alignment Healthcare, Inc.",NASDAQ,,,4527402930
ENPH,"Enphase Energy, Inc.",NASDAQ,能源-替代能源,,4520189213
MTN,"Vail Resorts, Inc.",NYSE,娱乐,,4519113193
EOCC,Enel Generaci贸n Chile SA,NYSE,,,4513698994
IBOC,International Bancshares Corp.,NASDAQ,银行,,4508671498
MDU,"MDU Resources Group, Inc.",NYSE,,,4502509060
PTEN,"Patterson-UTI Energy, Inc.",NASDAQ,,,4487056513
WHD,"Cactus, Inc.",NYSE,,,4482520612
BCO,The Brink's Co.,NYSE,商业服务,,4473690194
PAM,Pampa Energ铆a SA,NYSE,,,4468753230
HRI,"Herc Holdings, Inc.",NYSE,,,4467201590
LOPE,"Grand Canyon Education, Inc.",NASDAQ,,,4464296877
ACIW,"ACI Worldwide, Inc.",NASDAQ,软件,,4453316312
DIOD,"Diodes, Inc.",NASDAQ,半导体,,4452975178
NWE,"NorthWestern Energy Group, Inc.",NYSE,,,4450687141
MMYT,MakeMyTrip Ltd.,NASDAQ,媒体内容,,4444699771
WYND,Travel + Leisure Co.,NYSE,,,4443497035
ALK,"Alaska Air Group, Inc.",NYSE,航空公司,,4431564549
SHC,Sotera Health Co.,NASDAQ,,,4431330756
PONY,"Pony.ai, Inc.",NASDAQ,,,4430794869
ZETA,Zeta Global Holdings Corp.,NYSE,,,4429138851
STVN,Stevanato Group SpA,NYSE,,,4425389808
HLS,HealthSouth Corp.,NYSE,健康护理服务,,4423232596
SKY,"Champion Homes, Inc.",NYSE,房屋建筑商,,4422502207
SLM,SLM Corp.,NASDAQ,,,4421323735
REYN,"Reynolds Consumer Products, Inc.",NASDAQ,,,4412805545
AXTI,"AXT, Inc.",NASDAQ,半导体,,4407000113
HBHC,Hancock Holding Co.,NASDAQ,银行,,4405075746
MWA,"Mueller Water Products, Inc.",NYSE,金属构造/部件,,4398337294
TCBI,"Texas Capital Bancshares, Inc.",NASDAQ,银行,,4398100327
LAUR,"Laureate Education, Inc.",NASDAQ,,,4395166561
HAFN,Hafnia Ltd.,NYSE,,,4385580340
NYCB,"New York Community Bancorp, Inc.",NYSE,储蓄及贷款,,4380972074
GPGI,"GPGI, Inc.",NYSE,,,4362408692
OPCH,"Option Care Health, Inc.",NASDAQ,,,4359566829
LEGN,Legend Biotech Corp.,NASDAQ,,,4357554827
ACHR,"Archer Aviation, Inc.",NYSE,,,4354442912
PHI,"PLDT, Inc.",NYSE,电信,,4349202569
FTDR,"Frontdoor, Inc.",NASDAQ,,,4348550472
KLIC,"Kulicke & Soffa Industries, Inc.",NASDAQ,半导体,,4341008134
COMM,"Vistance Networks, Inc.",NASDAQ,计算机硬件,,4337923666
MIAX,"Miami International Holdings, Inc.",NYSE,,,4337434763
AIR,AAR Corp.,NYSE,,,4328340402
EPR,EPR Properties,NYSE,房地产信托投资基金,,4323215878
NVST,Envista Holdings Corp.,NYSE,,,4317362679
FHI,"Federated Hermes, Inc.",NYSE,,,4315276997
BFAM,"Bright Horizons Family Solutions, Inc.",NYSE,,,4308436477
CVLT,"Commvault Systems, Inc.",NASDAQ,软件,,4300256030
MAT,"Mattel, Inc.",NASDAQ,玩具/游戏/爱好,,4298819199
ENVA,"Enova International, Inc.",NYSE,,,4298119267
TDW,"Tidewater, Inc.",NYSE,,,4295545410
CRGY,Crescent Energy Co.,NYSE,,,4288935441
GFF,Griffon Corp.,NYSE,建筑材料,,4287612833
SHAK,"Shake Shack, Inc.",NYSE,,,4277746975
QS,QuantumScape Corp.,NYSE,,,4269695777
WIX,Wix.com Ltd.,NASDAQ,,,4268383200
OLED,Universal Display Corp.,NASDAQ,,,4266449543
TBBB,"BBB Foods, Inc.",NYSE,,,4262303684
TREX,"Trex Co., Inc.",NYSE,,,4261528099
CUZ,"Cousins Properties, Inc.",NYSE,,,4255100577
PVH,PVH Corp.,NYSE,零售,,4246728506
CSTM,Constellium SE,NYSE,,,4233598616
SKT,"Tanger, Inc.",NYSE,,,4232031203
PLUG,"Plug Power, Inc.",NASDAQ,,,4230653627
TFSL,TFS Financial Corp.,NASDAQ,储蓄及贷款,,4229604440
AZZ,"AZZ, Inc.",NYSE,,,4226569475
LPL,"LG Display Co., Ltd.",NYSE,电子,,4219999790
INDV,"Indivior Pharmaceuticals, Inc.",NASDAQ,,,4198995510
STNG,"Scorpio Tankers, Inc.",NYSE,,,4198480658
MARA,"MARA Holdings, Inc.",NASDAQ,,,4193987923
CNO,"CNO Financial Group, Inc.",NYSE,保险,,4175571948
CSAN,Cosan SA,NYSE,,,4174815961
FULT,Fulton Financial Corp.,NASDAQ,银行,,4170239912
VSCO,Victoria's Secret & Co.,NYSE,,,4163363543
CVCO,"Cavco Industries, Inc.",NASDAQ,,,4162001346
AD,"Array Digital Infrastructure, Inc.",NYSE,,,4157041575
CLNY,"Colony Capital, Inc.",NYSE,,,4140822923
WSC,WillScot Holdings Corp.,NYSE,保险,,4139348255
KNSA,Kiniksa Pharmaceuticals International Plc,NASDAQ,,,4138555473
CAAP,Corporacion America Airports SA,NYSE,,,4127133206
DAN,"Dana, Inc.",NYSE,汽车部件与设备,,4124802580
VVV,"Valvoline, Inc.",NYSE,,,4122486485
ACLS,"Axcelis Technologies, Inc.",NASDAQ,半导体,,4118123379
THO,"Thor Industries, Inc.",NYSE,,,4114580015
FEYE,"FireEye, Inc.",NASDAQ,软件,,4100137091
SLGN,"Silgan Holdings, Inc.",NASDAQ,,,4099317948
GPI,"Group 1 Automotive, Inc.",NYSE,零售,,4098651046
SAIC,Science Applications International Corp.,NYSE,,,4089554360
PYCR,"Paycor HCM, Inc.",NASDAQ,,,4088050956
JOE,The St. Joe Co.,NYSE,,,4082299791
YSS,"York Space Systems, Inc.",NYSE,,,4073285929
AMRX,"Amneal Pharmaceuticals, Inc.",NYSE,,,4064047391
NAVN,"Navan, Inc.",NASDAQ,,,4049789941
INSW,"International Seaways, Inc.",NYSE,,,4048610146
LEU,Centrus Energy Corp.,NYSE,,,4043034478
TNL,Travel + Leisure Co.,NYSE,,,4031999841
NNNN,Anbio Biotechnology,NASDAQ,,,4028953600
UCB,"United Community Banks, Inc.",NYSE,,,4027367489
CBT,Cabot Corp.,NYSE,化学制品,,4012707706
DLO,dLocal Ltd.,NASDAQ,,,4008125327
CRNX,"Crinetics Pharmaceuticals, Inc.",NASDAQ,,,3994508499
HRB,"H&R Block, Inc.",NYSE,,,3994198901
TPH,"Tri Pointe Homes, Inc.",NYSE,,,3994134828
NTSK,"Netskope, Inc.",NASDAQ,,,3991999817
JBT,JBT Marel Corp.,NYSE,多元化制造商,,3990519384
MMSI,"Merit Medical Systems, Inc.",NASDAQ,医疗保健产品,,3981523424
KTB,"Kontoor Brands, Inc.",NYSE,,,3981061028
KRC,Kilroy Realty Corp.,NYSE,,,3978649584
ANDG,"Andersen Group, Inc.",NYSE,,,3960204929
IRDM,"Iridium Communications, Inc.",NASDAQ,电信,,3949459978
HHC,The Howard Hughes Corp.,NYSE,,,3946102069
ELY,Callaway Golf Co.,NYSE,休闲,,3941152938
USAC,USA Compression Partners LP,NYSE,机械-多元,,3938899222
LRN,"Stride, Inc.",NYSE,商业服务,,3938677288
HP,"Helmerich & Payne, Inc.",NYSE,油气,,3923086475
ARMN,Aris Mining Corp.,NYSE,,,3916497485
STRZB,Starz,NASDAQ,,,3913377370
CVSA,"Covista, Inc.",NYSE,,,3899808371
PRMW,Primo Water Corp.,NASDAQ,饮料,,3883182704
ACAD,"ACADIA Pharmaceuticals, Inc.",NASDAQ,生物技术和制药,,3881449527
BRC,Brady Corp.,NYSE,,,3874837764
MANE,"Veradermics, Inc.",NYSE,,,3874054984
BBWI,"Bath & Body Works, Inc.",NYSE,,,3872840104
ABG,"Asbury Automotive Group, Inc.",NYSE,零售,,3871878651
LGF,Lions Gate Entertainment,NYSE,娱乐,,3870006610
ITRI,"Itron, Inc.",NASDAQ,,,3856708847
CC,The Chemours Co.,NYSE,,,3856358195
LBTYA,Liberty Global Ltd.,NASDAQ,媒体,,3856180091
FSLY,"Fastly, Inc.",NYSE,,,3851342280
IBKCO,IBERIABANK Corp.,NASDAQ,,,3849264320
MRX,Marex Group Plc,NYSE,生物技术和制药,,3848180689
CMBT,CMB.TECH NV,NYSE,,,3841839700
BNL,"Broadstone Net Lease, Inc.",NYSE,,,3837515143
BANF,BancFirst Corp. (Oklahoma),NASDAQ,银行,,3831690245
INDB,Independent Bank Corp. (Massachusetts),NASDAQ,银行,,3827006598
SMR,NuScale Power Corp.,NYSE,,,3826537554
EE,"Excelerate Energy, Inc.",NYSE,,,3823332273
GTX,"Garrett Motion, Inc.",NYSE,,,3821189110
NCR,NCR Corp.,NYSE,计算机,,3815571989
GTLB,"GitLab, Inc.",NASDAQ,,,3815343321
ANF,Abercrombie & Fitch Co.,NYSE,零售,,3813511861
FOUR,"Shift4 Payments, Inc.",NYSE,,,3806799473
AAUC,Allied Gold Corp. (Canada),NYSE,,,3801613212
WPP,WPP Plc,NYSE,,,3798563491
PLLL,Piedmont Lithium Ltd.,NASDAQ,,,3795690778
SMG,Scotts Miracle-Gro Co.,NYSE,家庭产品/用品,,3792897313
BULL,Webull Corp.,NASDAQ,,,3779940577
WSFS,WSFS Financial Corp.,NASDAQ,银行,,3776630485
TAC,TransAlta Corp.,NYSE,电力,,3775507664
TVTX,"Travere Therapeutics, Inc.",NASDAQ,,,3774230534
YNDX,Nebius Group NV,NASDAQ,互联网,,3768994896
PNM,"PNM Resources, Inc.",NYSE,电力,,3767670081
LBTYK,Liberty Global Ltd.,NASDAQ,媒体,,3765722523
PII,Polaris Inc.,NYSE,休闲,,3762692130
OTTR,Otter Tail Corp.,NASDAQ,电力,,3748127949
OII,"Oceaneering International, Inc.",NYSE,油气服务,,3746431840
AGO,Assured Guaranty Ltd.,NYSE,保险,,3742810063
FBP,First BanCorp (Puerto Rico),NYSE,银行,,3742593212
AKO.A,Embotelladora Andina SA,NYSE,饮料,,3740531375
CATY,Cathay General Bancorp,NASDAQ,银行,,3737048181
BILL,"Bill Holdings, Inc.",NYSE,,,3735756610
USLM,"United States Lime & Minerals, Inc.",NASDAQ,,,3725386627
ELF,"e.l.f. Beauty, Inc.",NYSE,,,3721472192
ORKA,"Oruka Therapeutics, Inc.",NASDAQ,,,3713567644
NHI,"National Health Investors, Inc.",NYSE,,,3712956679
AMSG,Amsurg Corp,NASDAQ,卫生保健设施,,3712941258
LASR,"nLIGHT, Inc.",NASDAQ,,,3708724350
RNST,Renasant Corp.,NASDAQ,银行,,3705411312
PJT,"PJT Partners, Inc.",NYSE,,,3701100788
HGV,"Hilton Grand Vacations, Inc.",NYSE,,,3694028065
MTRN,Materion Corp.,NYSE,采矿,,3687453276
POWI,"Power Integrations, Inc.",NASDAQ,半导体,,3680919100
CALM,"Cal-Maine Foods, Inc.",NASDAQ,食品,,3662210397
KAI,Kadant Inc.,NYSE,,,3652382905
VSH,"Vishay Intertechnology, Inc.",NYSE,电子,,3638773167
CDP,COPT Defense Properties,NYSE,,,3634934926
MMED,"MiniMed Group, Inc.",NASDAQ,,,3633810281
TNGX,"Tango Therapeutics, Inc.",NASDAQ,,,3624808149
SKE,Skeena Resources Ltd.,NYSE,,,3616904083
CVBF,CVB Financial Corp.,NASDAQ,银行,,3606240001
BLLN,"BillionToOne, Inc.",NASDAQ,,,3603229800
CGAU,"Centerra Gold, Inc.",NYSE,,,3597452496
CPRX,"Catalyst Pharmaceuticals, Inc.",NASDAQ,制药,,3595327210
NG,"NovaGold Resources, Inc.",NYSE,,,3582796397
CTRI,"Centuri Holdings, Inc.",NYSE,,,3575946126
BFH,"Bread Financial Holdings, Inc.",NYSE,,,3573533343
BETA,"BETA Technologies, Inc.",NYSE,,,3572624362
MMS,"MAXIMUS, Inc.",NYSE,,,3567476954
DAVE,"Dave, Inc.",NASDAQ,,,3566344543
UCTT,"Ultra Clean Holdings, Inc.",NASDAQ,半导体,,3559595160
WHR,Whirlpool Corp.,NYSE,家具家饰,,3557120624
LION,Lionsgate Studios Corp.,NASDAQ,银行,,3546088114
BHF,"Brighthouse Financial, Inc.",NASDAQ,,,3545827965
CNS,"Cohen & Steers, Inc. (New York)",NYSE,,,3543096289
AB,AllianceBernstein Holding LP,NYSE,,,3540951217
TLX,Telix Pharmaceuticals Ltd.,NASDAQ,,,3535138648
HSAI,Hesai Group,NASDAQ,,,3532556786
GBDC,"Golub Capital BDC, Inc.",NASDAQ,,,3532522585
TCGL,TechCreate Group Ltd.,NYSE,,,3531553225
WBI,Waterbridge Infrastructure LLC,NYSE,,,3529612777
PAY,"Paymentus Holdings, Inc.",NYSE,计算机硬件,,3522101072
FII,"Federated Investors, Inc.",NYSE,,,3520784945
ASO,"Academy Sports & Outdoors, Inc.",NASDAQ,,,3508597423
TMDX,"TransMedics Group, Inc.",NASDAQ,,,3497941513
ZI,"ZoomInfo Technologies, Inc.",NASDAQ,,,3489062143
KFY,Korn Ferry,NYSE,,,3488368966
LIF,"Life360, Inc.",NASDAQ,,,3488147953
NVTS,Navitas Semiconductor Corp.,NASDAQ,,,3486124308
SIG,Signet Jewelers Ltd.,NYSE,零售,,3485896599
MZTI,The Marzetti Co.,NASDAQ,,,3481080891
FIBK,"First Interstate BancSystem, Inc.",NASDAQ,银行,,3475350234
GNW,"Genworth Financial, Inc.",NYSE,保险,,3472642806
OGN,Organon & Co.,NYSE,,,3468706027
BKU,"BankUnited, Inc.",NYSE,银行,,3467483960
HWKN,"Hawkins, Inc.",NASDAQ,化学制品,,3467447697
VEON,VEON Ltd.,NASDAQ,,,3466478900
HNGE,"Hinge Health, Inc.",NYSE,,,3464767637
MHO,"M/I Homes, Inc.",NYSE,房屋建筑商,,3462341826
GPOR,Gulfport Energy Corp.,NASDAQ,油气,,3458735259
BMI,"Badger Meter, Inc.",NYSE,,,3456155146
MCHB,Mechanics Bancorp,NASDAQ,,,3451634936
BGSI,"Boyd Group Services, Inc.",NYSE,,,3445610070
MNDY,monday.com Ltd.,NASDAQ,,,3439542100
HAYW,"Hayward Holdings, Inc.",NYSE,,,3439061269
INTR,"Inter & Co., Inc.",NASDAQ,,,3438272205
PPTA,Perpetua Resources Corp.,NASDAQ,,,3436323029
SOUN,"SoundHound AI, Inc.",NASDAQ,,,3435253174
BATRA,"Atlanta Braves Holdings, Inc.",NASDAQ,,,3429477606
CNK,"Cinemark Holdings, Inc.",NYSE,娱乐,,3417640562
AAP,"Advance Auto Parts, Inc.",NYSE,,,3412823278
KBH,KB Home,NYSE,房屋建筑商,,3411196934
ARLP,Alliance Resource Partners LP,NASDAQ,煤炭,,3408171106
AVA,Avista Corp.,NYSE,电力,,3400609747
ATGE,"Adtalem Global Education, Inc.",NYSE,,,3400469888
CWK,Cushman & Wakefield Ltd.,NYSE,,,3397166604
BWIN,"Baldwin Insurance Group, Inc.",NASDAQ,,,3396212589
BOX,"Box, Inc.",NYSE,,,3392706866
DNN,Denison Mines Corp.,NYSE,,,3390059921
AVNT,Avient Corp.,NYSE,,,3383175278
FUL,H.B. Fuller Co.,NYSE,化学制品,,3367859222
OPLN,"OPENLANE, Inc.",NYSE,,,3364292484
BKD,"Brookdale Senior Living, Inc.",NYSE,卫生保健设施,,3363573748
LIVN,LivaNova Plc,NASDAQ,,,3351942305
ADEA,"Adeia, Inc.",NASDAQ,,,3348787712
LQDA,Liquidia Corp.,NASDAQ,,,3346844966
HCACW,"Canoo, Inc.",NASDAQ,,,3343787816
WSBC,"WesBanco, Inc.",NASDAQ,银行,,3340661817
SYNA,"Synaptics, Inc.",NASDAQ,计算机硬件,,3338503556
DORM,"Dorman Products, Inc.",NASDAQ,汽车制造,,3335904207
AVEX,AEVEX Corp.,NYSE,,,3335137003
VLYPO,Valley National Bancorp,NASDAQ,,,3334925175
EWTX,"Edgewise Therapeutics, Inc.",NASDAQ,,,3330271262
FRMI,"Fermi, Inc.",NASDAQ,,,3328703194
RNG,"RingCentral, Inc.",NYSE,,,3327592752
CBU,"Community Financial System, Inc.",NYSE,银行,,3320909936
UCBI,"United Community Banks, Inc.",NASDAQ,银行,,3316634981
IGT,International Game Technology PLC,NYSE,娱乐,,3307068468
ACXM,"Acxiom Holdings, Inc.",NASDAQ,软件,,3305214239
NAMS,NewAmsterdam Pharma Co. NV,NASDAQ,,,3304393602
IAC,"IAC, Inc.",NASDAQ,,,3300622421
SUNC,SunocoCorp LLC,NYSE,,,3292464180
SII,"Sprott, Inc.",NYSE,,,3292131512
SKYW,"SkyWest, Inc.",NASDAQ,,,3286252316
CVI,"CVR Energy, Inc.",NYSE,,,3283832108
KAR,"OPENLANE, Inc.",NYSE,,,3281406909
TOWN,TowneBank,NASDAQ,银行,,3280807178
BTU,Peabody Energy Corp.,NYSE,煤炭,,3277944446
BKV,BKV Corp.,NYSE,,,3267067817
TRMD,TORM Plc,NASDAQ,运输,,3264882854
SXI,Standex International Corp.,NYSE,,,3262847016
NIQ,NIQ Global Intelligence Plc,NYSE,,,3256800044
ACMR,"ACM Research, Inc.",NASDAQ,,,3255487651
EXPO,"Exponent, Inc.",NASDAQ,,,3254267601
HYMC,Hycroft Mining Holding Corp.,NASDAQ,,,3246775161
TGNA,"TEGNA, Inc.",NYSE,,,3243011542
PAH,Platform Specialty Products Corp.,NYSE,化学制品,,3240826302
HG,Hamilton Insurance Group Ltd.,NYSE,,,3237348306
FFBC,First Financial Bancorp (Ohio),NASDAQ,银行,,3232980405
FIZZ,National Beverage Corp.,NASDAQ,饮料,,3231243579
GEN,"Gen Digital, Inc.",NYSE,,,3221508733
FRPT,"Freshpet, Inc.",NASDAQ,,,3220603614
TR,"Tootsie Roll Industries, Inc.",NYSE,,,3218866951
SEAS,"SeaWorld Entertainment, Inc.",NYSE,,,3216384811
RXO,"RXO, Inc.",NYSE,,,3215163090
SWI,SolarWinds Corp.,NYSE,软件,,3201197494
BATRK,"Atlanta Braves Holdings, Inc.",NASDAQ,,,3188466649
BELFB,"Bel Fuse, Inc.",NASDAQ,,,3187704516
CLNS,"Colony NorthStar, Inc.",NYSE,,,3184643944
GEF.B,"Greif, Inc.",NYSE,,,3183706122
PRK,Park National Corp.,NYSE,银行,,3171882458
EURN,Euronav NV,NYSE,,,3167676475
ZGN,Ermenegildo Zegna NV,NYSE,,,3166578641
NIC,"Nicolet Bankshares, Inc.",NYSE,,,3165091498
CLBT,Cellebrite DI Ltd.,NASDAQ,,,3162896829
APLE,"Apple Hospitality REIT, Inc.",NYSE,,,3159472110
NMIH,"NMI Holdings, Inc.",NASDAQ,,,3158966110
UPST,"Upstart Holdings, Inc.",NASDAQ,,,3145897534
VTMX,Corporaci贸n Inmobiliaria Vesta SAB de CV,NYSE,,,3144347591
PFHC,ProFrac Holding Corp.,NASDAQ,,,3143599318
BEAM,"Beam Therapeutics, Inc.",NYSE,饮料,,3139908323
ZIM,ZIM Integrated Shipping Services Ltd.,NYSE,,,3139532805
VLYPP,Valley National Bancorp,NASDAQ,,,3135271304
SFNC,Simmons First National Corp.,NASDAQ,银行,,3134710405
QTWO,"Q2 Holdings, Inc.",NYSE,软件,,3127457377
BXS,BancorpSouth Bank,NYSE,银行,,3123374046
COLM,Columbia Sportswear Co.,NASDAQ,服饰,,3121634418
CAKE,"Cheesecake Factory, Inc.",NASDAQ,,,3121213358
PATK,"Patrick Industries, Inc.",NASDAQ,,,3120730412
SLG,SL Green Realty Corp.,NYSE,,,3120587269
PRVA,"Privia Health Group, Inc.",NASDAQ,,,3120524547
ATS,ATS Corp.,NYSE,,,3117194894
AWR,American States Water Co.,NYSE,,,3114592349
RCUS,"Arcus Biosciences, Inc.",NYSE,,,3114335514
PARR,"Par Pacific Holdings, Inc.",NYSE,,,3098848627
SBCF,Seacoast Banking Corp. of Florida,NASDAQ,银行,,3098669702
GPCR,"Structure Therapeutics, Inc.",NASDAQ,,,3095861090
EFXT,Enerflex Ltd.,NYSE,,,3095592299
HOVNP,"Hovnanian Enterprises, Inc.",NASDAQ,,,3094686000
PAGS,PagSeguro Digital Ltd.,NYSE,,,3088873019
BOH,Bank of Hawaii Corp.,NYSE,银行,,3086838676
GBTG,"Global Business Travel Group, Inc.",NYSE,,,3082489841
ERAS,"Erasca, Inc.",NASDAQ,,,3075361422
GEF,"Greif, Inc.",NYSE,,,3067836226
MSGE,Madison Square Garden Entertainment Corp.,NYSE,,,3067078079
APAM,"Artisan Partners Asset Management, Inc.",NYSE,,,3062362187
CPK,Chesapeake Utilities Corp.,NYSE,天然气,,3056941240
ALMS,"Alumis, Inc.",NASDAQ,,,3055328037
WK,"Workiva, Inc.",NYSE,,,3053447469
RUM,"Rumble, Inc.",NASDAQ,,,3048790403
OLN,Olin Corp.,NYSE,化学制品,,3046814336
SA,"Seabridge Gold, Inc.",NYSE,,,3039734753
CURB,Curbline Properties Corp.,NYSE,,,3035283517
GRBK,"Green Brick Partners, Inc.",NASDAQ,,,3033526094
KD,"Kyndryl Holdings, Inc.",NYSE,,,3030010166
FSK,FS KKR Capital Corp.,NYSE,,,3027518258
ICUI,"ICU Medical, Inc.",NASDAQ,,,3026078385
QLYS,"Qualys, Inc.",NASDAQ,软件,,3025407446
BB,BlackBerry Ltd.,NYSE,,,3024654680
BBAR,Banco BBVA Argentina SA,NYSE,,,3022703021
CLSK,"CleanSpark, Inc.",NASDAQ,,,3015326658
MANU,Manchester United Plc,NYSE,娱乐,,3014152359
FTREV,"Fortrea Holdings, Inc.",NASDAQ,,,3013285851
CHFC,Chemical Financial Corp.,NASDAQ,银行,,3008330126
DYN,"Dyne Therapeutics, Inc.",NYSE,,,3000386113
TTAM,Titan America SA,NYSE,,,2995890089
PFS,"Provident Financial Services, Inc.",NYSE,储蓄及贷款,,2995259991
BSM,Black Stone Minerals LP,NYSE,,,2993906647
BWLP,BW LPG Ltd.,NYSE,,,2993783887
NSAM,"NorthStar Asset Management Group, Inc.",NYSE,,,2992887261
KMT,"Kennametal, Inc.",NYSE,手工/机器工具,,2990040608
YETI,"YETI Holdings, Inc.",NYSE,,,2983011162
ARX,Accelerant Holdings,NYSE,,,2978054928
MGEE,"MGE Energy, Inc.",NASDAQ,,,2977490722
LFST,"Lifestance Health Group, Inc.",NASDAQ,,,2974638458
CRVL,CorVel Corp.,NASDAQ,,,2967864766
JW.B,"John Wiley & Sons, Inc.",NYSE,,,2962658987
BCC,Boise Cascade Co.,NYSE,,,2961219021
IPAR,"Interparfums, Inc.",NASDAQ,,,2958301288
JW.A,"John Wiley & Sons, Inc.",NYSE,媒体内容,,2954302346
